"20","Blnk","-40.158","ng/uL","50","-0.803","10","1.754","Minimum Concentration Limit","0.477","Minimum Concentration Limit","2026-06-01 11:22","340","0.106","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a47:L500:S30:LPA0.006:SPA0.043","-1.89773","-1.86696","-1.84177","-1.81698","-1.79415","-1.78095","-1.75062","-1.72827","-1.71406","-1.69897","-1.68480","-1.66920","-1.64605","-1.61484","-1.57532","-1.52953","-1.48664","-1.44948","-1.41446","-1.37226","-1.32742","-1.29631","-1.26911","-1.24407","-1.21946","-1.19033","-1.16202","-1.13544","-1.11163","-1.08925","-1.06736","-1.04544","-1.00989","-0.97608","-0.94881","-0.91998","-0.89408","-0.86374","-0.83727","-0.81841","-0.80317","-0.78749","-0.77123","-0.75718","-0.73492","-0.70290","-0.67250","-0.64869","-0.62462","-0.61122","-0.59638","-0.57724","-0.56055","-0.54615","-0.53516","-0.52288","-0.50867","-0.48697","-0.47223","-0.46506","-0.45784","-0.44631","-0.43605","-0.43091","-0.42240","-0.41317","-0.40052","-0.38625","-0.37309","-0.36296","-0.34727","-0.33295","-0.32184","-0.31336","-0.30574","-0.29366","-0.28275","-0.27713","-0.27166","-0.26128","-0.24905","-0.23540","-0.22068","-0.20735","-0.19214","-0.17569","-0.16600","-0.15439","-0.14400","-0.13706","-0.12858","-0.12348","-0.11725","-0.11002","-0.10482","-0.10091","-0.09923","-0.09623","-0.09678","-0.08948","-0.08792","-0.08376","-0.07397","-0.06473","-0.05655","-0.05125","-0.05184","-0.05280","-0.05021","-0.04185","-0.03989","-0.03917","-0.03708","-0.03443","-0.02729","-0.02125","-0.01369","-0.01153","-0.00468","-0.00294","0.00000","-0.00024","0.00557","0.00696","0.00448","0.00223","0.00236","0.00837","0.01522","0.02046","0.02427",
"20","BLANK","","","","","","","","","","2026-06-01 11:23","","","General","114","B","dsDNA","","",
"21","Blnk","-3.534","ng/uL","50","-0.0707","10","2.127","Minimum Concentration Limit","0.323","Minimum Concentration Limit","2026-06-01 11:23","340","-0.000465","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a3:L500:S30:LPA-0.004:SPA-0.000","-0.30355","-0.29675","-0.27947","-0.26576","-0.25467","-0.24198","-0.23303","-0.23030","-0.22301","-0.22045","-0.21899","-0.21474","-0.21221","-0.20782","-0.19775","-0.18816","-0.18598","-0.17593","-0.16819","-0.16431","-0.15690","-0.15187","-0.14900","-0.14223","-0.13421","-0.12959","-0.12555","-0.11975","-0.11676","-0.11323","-0.11017","-0.10979","-0.10856","-0.10388","-0.09903","-0.09438","-0.08927","-0.08099","-0.07686","-0.07423","-0.07067","-0.06999","-0.06854","-0.06870","-0.06430","-0.06327","-0.05971","-0.05985","-0.05852","-0.05331","-0.04933","-0.04517","-0.04364","-0.04247","-0.04228","-0.03825","-0.03528","-0.03475","-0.03593","-0.03320","-0.03322","-0.03282","-0.03046","-0.03020","-0.02792","-0.02479","-0.02388","-0.02436","-0.02047","-0.01954","-0.01865","-0.01866","-0.01848","-0.01869","-0.01861","-0.01939","-0.01946","-0.01794","-0.01874","-0.01759","-0.01984","-0.02045","-0.02064","-0.02194","-0.02442","-0.02305","-0.02166","-0.01818","-0.01360","-0.01318","-0.00884","-0.00689","-0.00674","-0.00726","-0.00560","-0.00895","-0.01032","-0.00894","-0.00879","-0.00584","-0.00325","0.00038","0.00069","0.00283","0.00145","-0.00057","-0.00092","0.00158","0.00533","0.00807","0.00891","0.01259","0.01375","0.01066","0.01012","0.00729","0.00640","0.00191","-0.00030","-0.00366","0.00000","0.00440","0.00490","0.00432","0.00267","0.00538","0.00652","0.00598","0.00476","0.00612","0.00802",
"22","LCL18572 RS169 CBE","46.908","ng/uL","50","0.938","10","1.365","Minimum 260/280 Ratio Limit","1.152","Minimum 260/230 Ratio Limit","2026-06-01 11:24","340","-0.000679","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a0:L500:S30:LPA0.285:SPA0.242","0.92676","0.92709","0.92359","0.92531","0.90935","0.89231","0.86042","0.84827","0.84556","0.83113","0.81471","0.79317","0.78093","0.76625","0.73606","0.70628","0.68222","0.67948","0.68241","0.67718","0.68370","0.67915","0.67916","0.69232","0.71954","0.72954","0.74576","0.76624","0.78004","0.79560","0.80649","0.81689","0.82205","0.85580","0.86681","0.87289","0.88736","0.90791","0.93348","0.93938","0.93816","0.92558","0.92194","0.91553","0.90741","0.89881","0.88080","0.86848","0.86661","0.86548","0.86783","0.86418","0.85531","0.83909","0.82419","0.81490","0.80279","0.77707","0.74743","0.71693","0.68737","0.66352","0.62486","0.58188","0.54574","0.52251","0.49707","0.46412","0.43410","0.40413","0.38369","0.36554","0.33890","0.31112","0.28437","0.26523","0.24718","0.23068","0.21594","0.19872","0.18313","0.17214","0.15993","0.14368","0.13172","0.12345","0.11621","0.10762","0.10028","0.08719","0.08247","0.08493","0.08018","0.08557","0.07897","0.07618","0.07258","0.07651","0.07720","0.07744","0.07158","0.06272","0.06484","0.06555","0.06237","0.05825","0.05503","0.04774","0.04128","0.04202","0.03793","0.02942","0.02447","0.01890","0.01548","0.01183","0.01343","0.00712","-0.00114","-0.00216","0.00000","-0.00566","-0.01033","-0.01391","-0.01496","-0.01641","-0.01489","-0.01821","-0.01975","-0.01899","-0.01927",
"23","LCL18572 RS697 CBE","30.872","ng/uL","50","0.617","10","1.524","Minimum 260/280 Ratio Limit","1.256","Minimum 260/230 Ratio Limit","2026-06-01 11:25","340","-0.000256","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a0:L500:S30:LPA0.229:SPA0.200","0.70894","0.68936","0.64933","0.62629","0.59454","0.56147","0.52905","0.52374","0.51849","0.50659","0.49143","0.48890","0.47430","0.46172","0.44072","0.41203","0.38668","0.37208","0.37573","0.37349","0.39561","0.39712","0.40318","0.41639","0.43999","0.45229","0.47066","0.48204","0.49424","0.51017","0.52077","0.52973","0.55140","0.58440","0.59782","0.60721","0.61199","0.62105","0.62293","0.62680","0.61744","0.60688","0.60658","0.60159","0.59126","0.57379","0.56742","0.55431","0.54950","0.54552","0.54336","0.54403","0.53761","0.53241","0.51900","0.51045","0.50187","0.48678","0.45495","0.42638","0.40505","0.37962","0.35110","0.32411","0.29222","0.26825","0.25051","0.22679","0.20484","0.18611","0.17303","0.15234","0.13669","0.11921","0.10001","0.08769","0.07546","0.06356","0.05357","0.04587","0.03593","0.02968","0.03023","0.02759","0.01707","0.00858","0.00517","0.00523","0.01179","0.00644","-0.00500","-0.01128","-0.00513","0.00449","0.00310","-0.00050","-0.00567","-0.00210","0.00422","0.00950","0.00859","0.00634","0.00483","0.00627","0.00620","0.00386","0.00050","-0.00293","-0.00572","-0.00481","-0.00245","-0.00376","-0.00411","-0.00265","-0.00267","-0.00169","0.00196","-0.00330","-0.00106","-0.00451","0.00000","0.00130","-0.00099","-0.00154","-0.00018","0.00422","0.00717","0.01110","0.00700","0.01084","0.01953",
"24","LCL18572 RS592 ABE","64.668","ng/uL","50","1.293","10","1.444","Minimum 260/280 Ratio Limit","1.586","Minimum 260/230 Ratio Limit","2026-06-01 11:26","340","-0.000326","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a0:L500:S30:LPA0.345:SPA0.286","0.95411","0.96321","0.95369","0.92949","0.90898","0.87880","0.85102","0.83884","0.83804","0.82487","0.81572","0.82234","0.81794","0.81244","0.80432","0.80020","0.79934","0.81963","0.84328","0.85655","0.89354","0.90887","0.93458","0.96812","1.00977","1.03526","1.06189","1.08625","1.11057","1.13603","1.15471","1.16790","1.19246","1.22050","1.23708","1.25796","1.27381","1.29679","1.30143","1.30148","1.29337","1.28751","1.27466","1.26512","1.25339","1.22722","1.20509","1.18314","1.17289","1.17028","1.16061","1.14489","1.11886","1.09922","1.07642","1.05717","1.02755","0.99036","0.95926","0.92581","0.89596","0.86304","0.82112","0.77217","0.73101","0.68818","0.64468","0.59627","0.55561","0.51926","0.48187","0.45004","0.40839","0.37753","0.34914","0.32204","0.29275","0.26976","0.25548","0.24072","0.22403","0.21074","0.19568","0.17791","0.16465","0.15610","0.14255","0.13264","0.12292","0.11110","0.11213","0.11191","0.10888","0.10976","0.10715","0.10426","0.10827","0.11214","0.10729","0.10722","0.10550","0.09782","0.09965","0.10175","0.09967","0.09264","0.08708","0.08167","0.08194","0.07984","0.07199","0.06299","0.05631","0.05004","0.04400","0.03495","0.02967","0.01869","0.01442","0.00572","0.00000","-0.00014","0.00393","0.00051","0.00264","0.00190","-0.00801","-0.00303","0.00002","-0.00756","-0.01255",
"25","LCL18572 wt","57.020","ng/uL","50","1.140","10","1.451","Minimum 260/280 Ratio Limit","2.291","","2026-06-01 11:27","340","0.00219","General","114","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a28:L500:S30:LPA0.569:SPA0.515","0.59496","0.56732","0.57063","0.56693","0.54765","0.53853","0.50404","0.49864","0.50008","0.50068","0.49768","0.49457","0.49897","0.50004","0.51574","0.52979","0.53742","0.57098","0.60416","0.64394","0.67910","0.70195","0.72540","0.75447","0.79236","0.81668","0.84582","0.87440","0.90083","0.92779","0.94593","0.95761","0.99531","1.02815","1.04211","1.05863","1.11077","1.12461","1.13448","1.14118","1.14039","1.14616","1.14942","1.14547","1.13722","1.11918","1.10128","1.08394","1.06336","1.03224","1.01390","0.99057","0.96224","0.94848","0.93526","0.91597","0.89578","0.86775","0.83906","0.81714","0.78609","0.75961","0.72157","0.68304","0.63374","0.60534","0.57298","0.52865","0.48081","0.43489","0.39723","0.35664","0.31974","0.27998","0.24561","0.21740","0.18930","0.16676","0.14756","0.13862","0.12327","0.11482","0.10387","0.09497","0.09117","0.09144","0.08364","0.07296","0.07293","0.06762","0.06086","0.05130","0.04960","0.04571","0.04176","0.04014","0.03876","0.03583","0.03249","0.03195","0.02943","0.03528","0.04281","0.04266","0.03961","0.03467","0.03350","0.02910","0.02527","0.02484","0.01876","0.01197","0.01747","0.01581","0.01655","0.01767","0.01614","0.01323","0.01559","0.00372","0.00000","0.00369","0.00656","0.00384","-0.00191","-0.00259","-0.00258","0.00797","0.00716","0.00987","0.01092",
"0","BLANK","","","","","","","","","","2026-06-04 10:13","","","General","118","B","dsDNA","","",
"1","0 ng","-3.800","ng/uL","50","-0.076","10","3.455","Minimum Concentration Limit","0.107","Minimum Concentration Limit","2026-06-04 10:14","340","-0.000152","General","118","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a64:L500:S30:LPA-0.010:SPA-0.006","-0.92305","-0.90064","-0.87651","-0.84673","-0.82206","-0.79380","-0.77991","-0.76316","-0.73605","-0.72400","-0.70847","-0.68891","-0.66781","-0.64141","-0.59638","-0.54784","-0.51671","-0.47662","-0.44629","-0.41154","-0.37720","-0.35703","-0.33422","-0.31588","-0.29442","-0.27455","-0.25499","-0.24038","-0.22314","-0.20642","-0.19615","-0.18395","-0.16429","-0.14399","-0.12957","-0.11485","-0.10642","-0.09840","-0.08547","-0.07973","-0.07601","-0.07130","-0.06845","-0.06407","-0.05896","-0.04757","-0.04287","-0.03996","-0.03601","-0.03408","-0.03193","-0.02956","-0.02644","-0.02797","-0.02651","-0.02512","-0.02609","-0.02496","-0.02221","-0.02314","-0.02200","-0.01939","-0.01653","-0.01470","-0.01324","-0.01295","-0.00947","-0.00520","-0.00504","-0.00641","-0.00923","-0.01003","-0.00876","-0.00862","-0.01225","-0.01248","-0.01073","-0.00703","-0.00460","-0.00122","0.00227","0.00309","0.00540","0.00679","0.00929","0.01105","0.01260","0.00973","0.00765","0.00585","0.00696","0.00726","0.00444","0.00482","0.00368","0.00550","0.00549","0.00719","0.00790","0.01000","0.00770","0.00787","0.00996","0.00784","0.00859","0.00697","0.00185","-0.00000","0.00074","-0.00146","-0.00227","0.00092","0.00180","0.00295","0.00537","0.00513","0.00649","0.00356","-0.00101","-0.00333","0.00000","-0.00279","-0.00306","-0.00330","-0.00441","-0.00095","0.00180","-0.00049","-0.00148","0.00190","0.00252",
"1","BLANK","","","","","","","","","","2026-06-04 10:17","","","General","118","B","dsDNA","","",
"2","50 ng","23.680","ng/uL","50","0.474","10","1.574","Minimum 260/280 Ratio Limit","1.255","Minimum 260/230 Ratio Limit","2026-06-04 10:17","340","0.000208","General","118","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a37:L500:S30:LPA0.077:SPA0.055","0.55359","0.52712","0.50682","0.47288","0.43618","0.41719","0.39984","0.39064","0.38420","0.38045","0.37725","0.37469","0.37530","0.37377","0.36802","0.36633","0.36586","0.36469","0.35736","0.36557","0.37627","0.37713","0.38177","0.38809","0.39315","0.39827","0.41002","0.41482","0.41825","0.42748","0.43465","0.43904","0.44992","0.46517","0.47059","0.46852","0.47386","0.47228","0.47132","0.47513","0.47361","0.46615","0.46265","0.46213","0.45882","0.45599","0.45289","0.44721","0.43997","0.43201","0.42423","0.41727","0.40732","0.39739","0.38065","0.36457","0.35518","0.34414","0.33042","0.31649","0.30095","0.28668","0.26998","0.25301","0.23550","0.21739","0.20177","0.18332","0.16387","0.14626","0.13372","0.12063","0.10556","0.09403","0.08293","0.07203","0.06443","0.06048","0.05636","0.05029","0.04691","0.04468","0.03978","0.03581","0.03175","0.02578","0.02256","0.02181","0.01571","0.01005","0.01319","0.01181","0.01344","0.01414","0.01472","0.01698","0.02170","0.02405","0.02397","0.02805","0.02535","0.02577","0.02958","0.02716","0.02572","0.02844","0.02969","0.02570","0.02510","0.02041","0.01181","0.01051","0.00953","0.00490","0.00331","0.00209","0.00339","0.00725","0.00726","0.00625","0.00000","0.00034","-0.00138","-0.00352","-0.00462","-0.00698","-0.00425","-0.00282","-0.00084","0.00025","0.00342",
"3","100","45.589","ng/uL","50","0.912","10","1.638","Minimum 260/280 Ratio Limit","1.334","Minimum 260/230 Ratio Limit","2026-06-04 10:18","340","-0.000177","General","118","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a39:L500:S30:LPA0.150:SPA0.106","0.94522","0.91631","0.91595","0.88206","0.83919","0.78475","0.75020","0.72532","0.70844","0.69833","0.68330","0.67959","0.67374","0.67474","0.66098","0.66303","0.66359","0.66868","0.67517","0.67863","0.69673","0.70514","0.71578","0.73110","0.74933","0.75939","0.77930","0.79529","0.80885","0.82043","0.82918","0.83110","0.84430","0.86630","0.86693","0.87209","0.89098","0.90059","0.90816","0.91141","0.91178","0.90238","0.89818","0.88799","0.87030","0.86061","0.84521","0.83179","0.81148","0.79456","0.78017","0.76941","0.75183","0.73079","0.70802","0.68280","0.66556","0.64336","0.61756","0.58871","0.55662","0.53255","0.50070","0.47338","0.43568","0.40904","0.37909","0.34246","0.30773","0.27293","0.24697","0.21714","0.18841","0.16092","0.13715","0.12033","0.10381","0.09145","0.07858","0.06822","0.05659","0.05058","0.04246","0.03441","0.03281","0.03186","0.02951","0.02688","0.03108","0.02703","0.02548","0.02104","0.01222","0.00398","0.00050","-0.00052","-0.00365","-0.00379","0.00034","0.00202","0.00711","0.01440","0.01720","0.01374","0.01365","0.00622","0.00958","0.01023","0.00318","-0.00496","-0.00613","-0.00713","-0.00485","-0.00081","-0.00320","-0.00528","0.00241","0.00240","0.00199","0.00347","0.00000","-0.00462","-0.00431","-0.01418","-0.01595","-0.01360","-0.01314","-0.01279","-0.01710","-0.01793","-0.01829",
"4","200","60.860","ng/uL","50","1.217","10","1.573","Minimum 260/280 Ratio Limit","1.294","Minimum 260/230 Ratio Limit","2026-06-04 10:19","340","0.000976","General","118","M","dsDNA","S-07457:DS11_FX_PLUS:v6.4.3:FW8.38:DB178:","Mic:UV:12:2:6:28:8:a41:L500:S30:LPA0.251:SPA0.193","1.12658","1.13384","1.11421","1.08205","1.04189","1.02712","0.99744","0.97830","0.96072","0.94581","0.94060","0.94095","0.93208","0.91469","0.90314","0.89846","0.90632","0.90754","0.91163","0.91877","0.94004","0.95368","0.96142","0.97888","1.00346","1.02021","1.04318","1.05927","1.07950","1.09781","1.11207","1.12442","1.13824","1.16146","1.17070","1.17610","1.18069","1.20271","1.21969","1.21673","1.21721","1.21368","1.20982","1.21041","1.20146","1.17330","1.14404","1.12494","1.11213","1.09106","1.07408","1.05314","1.03149","1.01214","0.98800","0.95833","0.92535","0.89689","0.85380","0.81335","0.77391","0.73292","0.68905","0.64568","0.59369","0.54937","0.51081","0.46635","0.41311","0.37255","0.33303","0.29547","0.25898","0.22247","0.18754","0.15893","0.13959","0.12209","0.10422","0.08837","0.07428","0.06424","0.05685","0.04667","0.03438","0.02933","0.02227","0.01827","0.01146","0.00766","0.00111","0.00220","0.00306","-0.00248","0.00413","0.00359","0.00228","0.00247","0.01275","0.01661","0.01444","0.01273","0.01251","0.01342","0.01073","0.01136","0.00596","-0.00690","-0.00777","-0.00828","-0.01452","-0.01456","-0.00688","-0.00456","-0.00415","0.00565","0.00584","0.01109","0.01463","0.01013","0.00000","-0.00931","-0.01164","-0.02012","-0.01835","-0.02445","-0.01842","-0.01626","-0.01773","-0.01695","-0.01578",
